Date,From time,To time,Condition
13/11/2018,00:00,23:30,Outage of Generating Unit SER G2 on 10 Nov 2018 at 0001Hrs was without Final Approval/Consent.
13/11/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
13/11/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
13/11/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
13/11/2018,01:30,02:00,Forced outage of generating unit SNKCCP6 at 232MW on 13 Nov 2018 at 01:34Hrs. 
14/11/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
14/11/2018,00:00,23:30,Outage of Generating Unit DG : SOXHYD : GENR 2 on 01 Nov 2018 at 0200Hrs was without Final Approval/Consent.
14/11/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
14/11/2018,00:00,23:30,Outage of Generating Unit SER G2 on 10 Nov 2018 at 0001Hrs was without Final Approval/Consent.
14/11/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
15/11/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
15/11/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
15/11/2018,00:00,23:30,Outage of Generating Unit SER G2 on 10 Nov 2018 at 0001Hrs was without Final Approval/Consent.
15/11/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
15/11/2018,00:00,23:30,Outage of Generating Unit DG : SOXHYD : GENR 2 on 01 Nov 2018 at 0200Hrs was without Final Approval/Consent.
16/11/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
16/11/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
16/11/2018,00:00,23:30,Outage of Generating Unit SER G2 on 10 Nov 2018 at 0001Hrs was without Final Approval/Consent.
16/11/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
16/11/2018,00:00,23:30,Outage of Generating Unit DG : SOXHYD : GENR 2 on 01 Nov 2018 at 0200Hrs was without Final Approval/Consent.
17/11/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
17/11/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
17/11/2018,00:00,23:30,Outage of Generating Unit DG : SOXHYD : GENR 2 on 01 Nov 2018 at 0200Hrs was without Final Approval/Consent.
17/11/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
17/11/2018,00:00,23:30,Outage of Generating Unit SER G2 on 17 Nov 2018 at 0001Hrs was without Final Approval/Consent.
17/11/2018,21:00,22:00,Fuel changeover test of Generating Unit TUASCCP5 is anticipated to carry out on 17 Nov 2018 at the following timing. Gas to Diesel : At about 2101Hrs. Diesel to Gas : At about 2131Hrs.
17/11/2018,21:00,22:00,Fuel changeover test of Generating Unit TUASCCP5 was carried out and completed on 17 Nov 2018 at the following timing. Gas to Diesel : From 2101Hrs - 2111Hrs. Diesel to Gas : From 2145Hrs - 2154Hrs.
18/11/2018,00:00,23:30,Outage of Generating Unit SER G2 on 17 Nov 2018 at 0001Hrs was without Final Approval/Consent.
18/11/2018,00:00,23:30,Outage of Generating Unit DG : SOXHYD : GENR 2 on 01 Nov 2018 at 0200Hrs was without Final Approval/Consent.
18/11/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
18/11/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
18/11/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
19/11/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
19/11/2018,00:00,23:30,Outage of Generating Unit DG : SOXHYD : GENR 2 on 01 Nov 2018 at 0200Hrs was without Final Approval/Consent.
19/11/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
19/11/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
19/11/2018,00:00,23:30,Outage of Generating Unit SEMBCCP3 on 19 Nov 2018 at 0001Hrs was without Final Approval/Consent.
19/11/2018,00:00,23:30,Outage of Generating Unit SER G2 on 17 Nov 2018 at 0001Hrs was without Final Approval/Consent.
19/11/2018,17:30,18:30,Fuel changeover test of Generating Unit TSPBLK1 was carried out and completed on 19 Nov 2018 at the following timing. Gas to Gas : From 1732Hrs - 1733Hrs. Gas to Gas : From 1805Hrs - 1808Hrs
19/11/2018,17:30,18:30,Fuel changeover test of Generating Unit TSPBLK1 is anticipated to carry out on 19 Nov 2018 at the following timing. Gas to Gas : At about 1731Hrs. Gas to Gas : At about 1801Hrs.
20/11/2018,00:00,23:30,Outage of Generating Unit DG : SOXHYD : GENR 2 on 01 Nov 2018 at 0200Hrs was without Final Approval/Consent.
20/11/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
20/11/2018,00:00,23:30,Outage of Generating Unit SER G2 on 17 Nov 2018 at 0001Hrs was without Final Approval/Consent.
20/11/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
20/11/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
20/11/2018,18:00,19:30,Fuel changeover test of Generating Unit SERCCP3 is anticipated to carry out on 20 Nov 2018 at the following timing. Gas to Gas : At about 1801Hrs. Gas to Gas : At about 1901Hrs.
20/11/2018,18:00,19:30,Fuel changeover test of Generating Unit SERCCP3 was carried out and completed on 20 Nov 2018 at the following timing. Gas to Gas : From 1801Hrs - 1805Hrs. Gas to Gas : From 1901Hrs - 1905Hrs.
20/11/2018,19:00,19:30,Forced outage of generating unit EXON GA at 42MW on 20 Nov 2018 at 19:26Hrs. 
20/11/2018,23:00,23:30,Forced outage of generating unit DG : SOXHYD : GENR 2 at 3MW on 20 Nov 2018 at 23:10Hrs. 
21/11/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
21/11/2018,00:00,23:30,Outage of Generating Unit DG : SOXHYD : GENR 2 on 01 Nov 2018 at 0200Hrs was without Final Approval/Consent.
21/11/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
21/11/2018,00:00,23:30,Outage of Generating Unit SER G2 on 17 Nov 2018 at 0001Hrs was without Final Approval/Consent.
21/11/2018,00:00,00:30,Forced outage of generating unit DG : SOXHYD : GENR 2 at 3MW on 21 Nov 2018 at 00:25Hrs. 
21/11/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
21/11/2018,14:00,23:30,Outage of Generating Unit EXON GA on 21 Nov 2018 at 1400Hrs was without Final Approval/Consent.
21/11/2018,14:00,15:30,Testing of Black Start Facility at Seraya Power Station - Ser BSGT 1 was carried out on 21 Nov 2018 from 1401Hrs to 1502Hrs.
21/11/2018,14:00,15:30,Testing of Black Start Facility at Seraya Power Station - Ser BSGT 1 is anticipated to carry out on 21 Nov 2018 from 1405Hrs to 1505Hrs.
21/11/2018,18:00,19:30,Fuel changeover test of Generating Unit SERCCP4 was carried out and completed on 21 Nov 2018 at the following timing. Gas to Gas : From 1801Hrs - 1805Hrs. Gas to Gas : From 1901Hrs - 1905Hrs.
21/11/2018,18:00,19:30,Fuel changeover test of Generating Unit SERCCP4 is anticipated to carry out on 21 Nov 2018 at the following timing. Gas to Gas : At about 1801Hrs. Gas to Gas : At about 1901Hrs.
21/11/2018,20:00,21:00,Generating Unit SNKCCP2 - GASTUR 3 did not complete Fuel changeover test on 21 Nov 2018.
21/11/2018,20:00,21:00,Fuel changeover test of Generating Unit SNKCCP2 - GASTUR 3 is anticipated to carry out on 21 Nov 2018 at the following timing. Gas to Diesel : At about 2001Hrs. Diesel to Gas : At about 2031Hrs.
22/11/2018,00:00,23:30,Outage of Generating Unit EXON GA on 21 Nov 2018 at 1400Hrs was without Final Approval/Consent.
22/11/2018,00:00,23:30,Outage of Generating Unit SER G2 on 17 Nov 2018 at 0001Hrs was without Final Approval/Consent.
22/11/2018,00:00,23:30,Outage of Generating Unit DG : SOXHYD : GENR 2 on 01 Nov 2018 at 0200Hrs was without Final Approval/Consent.
22/11/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
22/11/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
22/11/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
22/11/2018,14:00,15:30,Testing of Black Start Facility at Seraya Power Station - Ser BSGT 2 is anticipated to carry out on 22 Nov 2018 from 1405Hrs to 1505Hrs.
22/11/2018,14:00,15:30,Testing of Black Start Facility at Seraya Power Station - Ser BSGT 2 on 22 Nov 2018 from 1405Hrs to 1505Hrs is cancelled.
22/11/2018,17:00,18:00,Fuel changeover test of Generating Unit SEMBCCP3 was carried out and completed on 22 Nov 2018 at the following timing. Gas to Diesel : From 1702Hrs - 1711Hrs. Diesel to Gas : From 1745Hrs - 1755Hrs.
22/11/2018,17:00,18:00,Fuel changeover test of Generating Unit SEMBCCP3 is anticipated to carry out on 22 Nov 2018 at the following timing. Gas to Diesel : At about 1701Hrs. Diesel to Gas : At about 1731Hrs.
22/11/2018,19:30,20:00,Forced outage of generating unit DG : SOXHYD : GENR 2 at 5MW on 22 Nov 2018 at 19:40Hrs. 
23/11/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
23/11/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
23/11/2018,00:00,23:30,Outage of Generating Unit EXON GA on 21 Nov 2018 at 1400Hrs was without Final Approval/Consent.
23/11/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
23/11/2018,00:00,23:30,Outage of Generating Unit DG : SOXHYD : GENR 2 on 01 Nov 2018 at 0200Hrs was without Final Approval/Consent.
23/11/2018,00:00,23:30,Outage of Generating Unit SER G2 on 17 Nov 2018 at 0001Hrs was without Final Approval/Consent.
23/11/2018,17:00,18:00,Fuel changeover test of Generating Unit SEMBCCP3 is anticipated to carry out on 23 Nov 2018 at the following timing. Gas to Diesel : At about 1701Hrs. Diesel to Gas : At about 1731Hrs.
23/11/2018,17:00,18:00,Fuel changeover test of Generating Unit SEMBCCP3 was carried out and completed on 23 Nov 2018 at the following timing. Gas to Diesel : From 1702Hrs - 1712Hrs. Diesel to Gas : From 1745Hrs - 1755Hrs.
24/11/2018,00:00,23:30,Outage of Generating Unit EXON GA on 21 Nov 2018 at 1400Hrs was without Final Approval/Consent.
24/11/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
24/11/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
24/11/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
24/11/2018,00:00,23:30,Outage of Generating Unit DG : SOXHYD : GENR 2 on 01 Nov 2018 at 0200Hrs was without Final Approval/Consent.
25/11/2018,00:00,23:30,Outage of Generating Unit DG : SOXHYD : GENR 2 on 01 Nov 2018 at 0200Hrs was without Final Approval/Consent.
25/11/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
25/11/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
25/11/2018,00:00,23:30,Outage of Generating Unit EXON GA on 21 Nov 2018 at 1400Hrs was without Final Approval/Consent.
25/11/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
26/11/2018,00:00,23:30,Outage of Generating Unit SNKCCP3 on 26 Nov 2018 at 0001Hrs was without Final Approval/Consent.
26/11/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
26/11/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
26/11/2018,00:00,23:30,Outage of Generating Unit EXON GA on 21 Nov 2018 at 1400Hrs was without Final Approval/Consent.
26/11/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
26/11/2018,00:00,23:30,Outage of Generating Unit DG : SOXHYD : GENR 2 on 01 Nov 2018 at 0200Hrs was without Final Approval/Consent.
27/11/2018,00:00,23:30,Outage of Generating Unit DG : SOXHYD : GENR 2 on 01 Nov 2018 at 0200Hrs was without Final Approval/Consent.
27/11/2018,00:00,23:30,Outage of Generating Unit EXON GA on 21 Nov 2018 at 1400Hrs was without Final Approval/Consent.
27/11/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
27/11/2018,00:00,23:30,Outage of Generating Unit SNK CCP3 on 27 Nov 2018 at 0001Hrs was without Final Approval/Consent.
27/11/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
27/11/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
28/11/2018,00:00,14:00,Outage of Generating Unit EXON GA on 21 Nov 2018 at 1400Hrs was without Final Approval/Consent.
28/11/2018,00:00,23:30,Outage of Generating Unit DG : SOXHYD : GENR 2 on 01 Nov 2018 at 0200Hrs was without Final Approval/Consent.
28/11/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
28/11/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
28/11/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
28/11/2018,14:00,15:00,Testing of Black Start Facility at Seraya Power Station - Ser BSGT 2 was carried out on 28 Nov 2018 from 1401Hrs to 1500Hrs.
28/11/2018,14:00,15:30,Testing of Black Start Facility at Seraya Power Station - Ser BSGT 2 is anticipated to carry out on 28 Nov 2018 from 1405Hrs to 1505Hrs.
29/11/2018,00:00,23:30,Outage of Generating Unit DG : SOXHYD : GENR 2 on 01 Nov 2018 at 0200Hrs was without Final Approval/Consent.
29/11/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
29/11/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
29/11/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
30/11/2018,00:00,23:30,Outage of Generating Unit DG : SOXHYD : GENR 2 on 01 Nov 2018 at 0200Hrs was without Final Approval/Consent.
30/11/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
30/11/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
30/11/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
30/11/2018,18:00,18:30,Outage of Queenstown 66/22kV Transformer No. 2 on 30 Nov 2018 at 1825Hrs was without Final Approval/Consent.
1/12/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
1/12/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
1/12/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
1/12/2018,14:30,15:00,Forced outage of Woodlands Ave 8/Marsiling 66kV Feeder No. 1 on 01 Dec 2018 at 1439Hrs.
1/12/2018,17:00,17:30,Fuel changeover test of Generating Unit SNK CCP3 was carried out and completed on 01 Dec 2018 at the following timing. Gas to Diesel : From 1701Hrs - 1707Hrs. 
1/12/2018,17:00,18:30,Fuel changeover test of Generating Unit SNKCCP3 is anticipated to carry out on 01 Dec 2018 at the following timing. Gas to Diesel : At about 1701Hrs. Diesel to Gas : At about 1801Hrs.
2/12/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
2/12/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
2/12/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
2/12/2018,12:00,12:30,Forced outage of Jurong Power Station I 66kV Stn T/F No.1 on 02 Dec 2018 at 1221Hrs.
2/12/2018,13:00,13:30,Outage of Tampines Wafer 230kV Bus Coupler No. 1 on 02 Dec 2018 at 1318Hrs was without Final Approval/Consent.
3/12/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
3/12/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
3/12/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
3/12/2018,09:00,09:30,High-Risk Operating State commence at 09:01Hrs on 03 Dec 2018. There is a Contingency Reserve Shortfall.
3/12/2018,09:30,10:00,Emergency Operating State commence at at 09:31Hrs on 03 Dec 2018. There is a Contingency Reserve Shortfall.
4/12/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
4/12/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
4/12/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
4/12/2018,17:30,18:30,Fuel changeover test of Generating Unit TSPBLK1 was carried out and completed on 04 Dec 2018 at the following timing. Gas to Diesel : From 1731Hrs - 1733Hrs. Diesel to Gas : From 1804Hrs - 1806Hrs.
4/12/2018,17:30,18:30,Fuel changeover test of Generating Unit TSPBLK1 is anticipated to carry out on 04 Dec 2018 at the following timing. Gas to Diesel : At about 1731Hrs. Diesel to Gas : At about 1801Hrs.
5/12/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
5/12/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
5/12/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
6/12/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
6/12/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
6/12/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
6/12/2018,18:00,19:00,Fuel changeover test of Generating Unit KMCBLK4 is anticipated to carry out on 06 Dec 2018 at the following timing. Gas to Diesel : At about 1801Hrs. Diesel to Gas : At about 1845Hrs.
6/12/2018,18:00,19:00,Fuel changeover test of Generating Unit KMCBLK4 was carried out and completed on 06 Dec 2018 at the following timing. Gas to Diesel : From 1806Hrs - 1815Hrs. Diesel to Gas : From 1850Hrs - 1858Hrs.
6/12/2018,21:00,22:30,Fuel changeover test of Generating Unit SNKCCP5 was carried out and completed on 06 Dec 2018 at the following timing. Gas to Diesel : From 2102Hrs - 2109Hrs. Diesel to Gas : From 2201Hrs - 2207Hrs.
6/12/2018,21:00,22:30,Fuel changeover test of Generating Unit SNKCCP5 is anticipated to carry out on 06 Dec 2018 at the following timing. Gas to Diesel : At about 2101Hrs. Diesel to Gas : At about 2201Hrs.
7/12/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
7/12/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
7/12/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
8/12/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
8/12/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
8/12/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
9/12/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
9/12/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
9/12/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
9/12/2018,15:30,16:30,Fuel changeover test of Generating Unit SERCCP2 was carried out and completed on 09 Dec 2018 at the following timing. Gas to Diesel : From 1531Hrs - 1535Hrs. Diesel to Gas : From 1611Hrs - 1615Hrs.
9/12/2018,15:30,16:30,Fuel changeover test of Generating Unit SERCCP2 is anticipated to carry out on 09 Dec 2018 at the following timing. Gas to Diesel : At about 1531Hrs. Diesel to Gas : At about 1601Hrs.
10/12/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
10/12/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
10/12/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
10/12/2018,13:00,23:30,Outage of Generating Unit SERCCP2 on 10 Dec 2018 at 1300Hrs was without Final Approval/Consent.
11/12/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
11/12/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
11/12/2018,00:00,23:30,Outage of Generating Unit SERCCP2 on 10 Dec 2018 at 1300Hrs was without Final Approval/Consent.
11/12/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
11/12/2018,14:00,15:30,Testing of Black Start Facility at Seraya Power Station - Ser BSGT 1 was carried out on 11 Dec 2018 from 1401Hrs to 1502Hrs.
11/12/2018,14:00,15:30,Testing of Black Start Facility at Seraya Power Station - Ser BSGT 1 is anticipated to carry out on 11 Dec 2018 from 1405Hrs to 1505Hrs.
12/12/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
12/12/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
12/12/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
12/12/2018,14:00,15:30,Testing of Black Start Facility at Seraya Power Station - Ser BSGT 2 is anticipated to carry out on 12 Dec 2018 from 1405Hrs to 1505Hrs.
12/12/2018,14:00,15:30,Testing of Black Start Facility at Seraya Power Station - Ser BSGT 2 was carried out on 12 Dec 2018 from 1401Hrs to 1502Hrs.
13/12/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
13/12/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
13/12/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
14/12/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
14/12/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
14/12/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
15/12/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
15/12/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
15/12/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
16/12/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
16/12/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
16/12/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
16/12/2018,00:00,23:30,Outage of Woodlands Ave 8 Switchboard I 230kV CB9-252 & CB9-352 on 16 Dec 2018 at 0001Hrs was without Final Approval/Consent.
17/12/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
17/12/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
17/12/2018,00:00,23:30,Outage of Woodlands Ave 8 Switchboard I 230kV CB9-252 & CB9-352 on 16 Dec 2018 at 0001Hrs was without Final Approval/Consent.
17/12/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
18/12/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
18/12/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
18/12/2018,00:00,23:30,Outage of Woodlands Ave 8 Switchboard I 230kV CB9-252 & CB9-352 on 16 Dec 2018 at 0001Hrs was without Final Approval/Consent.
18/12/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
19/12/2018,00:00,23:30,Outage of Woodlands Ave 8 Switchboard I 230kV CB9-252 & CB9-352 on 16 Dec 2018 at 0001Hrs was without Final Approval/Consent.
19/12/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
19/12/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
19/12/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
20/12/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
20/12/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
20/12/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
21/12/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
21/12/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
21/12/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
21/12/2018,05:00,05:30,Outage of Ayer Rajah 400kV CB3-152 on 21 Dec 2018 at 0523Hrs was without Final Approval/Consent.
21/12/2018,18:00,19:00,Fuel changeover test of Generating Unit TUASCCP5 is anticipated to carry out on 21 Dec 2018 at the following timing. Gas to Gas : At about 1801Hrs. Gas to Gas : At about 1831Hrs.
21/12/2018,18:00,19:00,Fuel changeover test of Generating Unit TUASCCP5 was carried out and completed on 21 Dec 2018 at the following timing. Gas to Gas : From 1801Hrs - 1805Hrs. Gas to Gas : From 1839Hrs - 1845Hrs.
22/12/2018,00:00,23:30,Outage of Generating Unit PACLBLK1 on 22 Dec 2018 at 0001Hrs was without Final Approval/Consent.
22/12/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
22/12/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
22/12/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
23/12/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
23/12/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
23/12/2018,00:00,23:30,Outage of Generating Unit PACLBLK1 on 22 Dec 2018 at 0001Hrs was without Final Approval/Consent.
23/12/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
24/12/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
24/12/2018,00:00,23:30,Outage of Generating Unit PACLBLK1 on 22 Dec 2018 at 0001Hrs was without Final Approval/Consent.
24/12/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
24/12/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
24/12/2018,10:00,10:30,High-Risk Operating State commence at 10:01Hrs on 24 Dec 2018. There is a Contingency Reserve Shortfall.
24/12/2018,10:30,11:00,Emergency Operating State commence at 10:31Hrs on 24 Dec 2018. There is an Contingency Reserve Shortfall.
25/12/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
25/12/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
25/12/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
26/12/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
26/12/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
26/12/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
27/12/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
27/12/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
27/12/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
28/12/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
28/12/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
28/12/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
28/12/2018,12:00,12:30,Outage of Ayer Rajah II 230kV CB13-52 on 28 Dec 2018 at 1208Hrs was without Final Approval/Consent.
29/12/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
29/12/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
29/12/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
30/12/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
30/12/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
30/12/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
30/12/2018,01:30,02:00,Outage of Tembusu 230/66kV transformer No. 1 on 30 Dec 2018 at 0140Hrs was without Final Approval/Consent.
30/12/2018,15:00,15:30,Forced outage of generating unit EXON G3 at 70MW on 30 Dec 2018 at 15:12Hrs. 
30/12/2018,18:00,23:30,Outage of Generating Unit EXON G3 on 30 Dec 2018 at 1801Hrs was without Final Approval/Consent.
31/12/2018,00:00,23:30,Outage of Generating Unit EXON G3 on 30 Dec 2018 at 1801Hrs was without Final Approval/Consent.
31/12/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
31/12/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
31/12/2018,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
31/12/2018,08:30,09:00,High-Risk Operating State commence at 08:31Hrs on 31 Dec 2018. There is a Contingency Reserve Shortfall.
31/12/2018,10:00,10:30,High-Risk Operating State commence at 10:01Hrs on 31 Dec 2018. There is a Contingency Reserve Shortfall.
1/1/2019,00:00,23:30,Outage of Generating Unit EXON G3 on 30 Dec 2018 at 1801Hrs was without Final Approval/Consent.
1/1/2019,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
2/1/2019,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
2/1/2019,00:00,23:30,Outage of Generating Unit EXON G3 on 30 Dec 2018 at 1801Hrs was without Final Approval/Consent.
2/1/2019,17:30,18:30,Fuel changeover test of Generating Unit SERCCP1 was carried out and completed on 02 Jan 2019 at the following timing. Gas to Diesel : From 1735Hrs - 1738Hrs. Diesel to Gas : From 1815Hrs - 1818Hrs.
2/1/2019,17:30,18:30,Fuel changeover test of Generating Unit SERCCP1 is anticipated to carry out on 02 Jan 2019 at the following timing. Gas to Diesel : At about 1731Hrs. Diesel to Gas : At about 1801Hrs.
3/1/2019,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
