Date,Temp Forecast (C) ,Day of Week,Holiday,Peak,Shoulder,Off Peak
13/8/2016,25.43,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
14/8/2016,24.64,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
15/8/2016,25.27,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
16/8/2016,25.42,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
17/8/2016,25.95,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
18/8/2016,25.99,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
19/8/2016,25.13,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
20/8/2016,25.54,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
21/8/2016,25.3,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
22/8/2016,25.37,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
23/8/2016,25.65,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
24/8/2016,25,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
25/8/2016,24.6,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
26/8/2016,24.39,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
27/8/2016,25.36,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
28/8/2016,24.73,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
29/8/2016,25.94,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
30/8/2016,25.29,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
31/8/2016,25.36,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
1/9/2016,24.71,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
2/9/2016,24.34,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
3/9/2016,25.03,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
4/9/2016,25.35,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
5/9/2016,25.03,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
6/9/2016,24.89,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
7/9/2016,24.59,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
8/9/2016,25.5,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
9/9/2016,24.94,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
10/9/2016,24.6,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
11/9/2016,24.99,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
12/9/2016,24.6,Monday,Yes,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
13/9/2016,25.15,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
14/9/2016,24.6,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
15/9/2016,25.32,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
16/9/2016,24.08,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
17/9/2016,24.32,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
18/9/2016,24.78,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
19/9/2016,24.89,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
20/9/2016,23.88,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
21/9/2016,24.26,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
22/9/2016,24.89,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
23/9/2016,23.97,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
24/9/2016,24.44,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
25/9/2016,24.27,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
26/9/2016,24.05,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
27/9/2016,24.35,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
28/9/2016,24.6,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
29/9/2016,23.32,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
30/9/2016,24.6,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
1/10/2016,23.8,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
2/10/2016,24.75,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
3/10/2016,23.86,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
4/10/2016,24.2,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
5/10/2016,24.68,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
6/10/2016,24.3,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
7/10/2016,24.34,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
8/10/2016,23.48,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
9/10/2016,23.48,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
10/10/2016,23.98,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
11/10/2016,24.45,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
12/10/2016,24.46,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
13/10/2016,24.72,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
14/10/2016,24.21,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
15/10/2016,24.1,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
16/10/2016,24.44,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
17/10/2016,24.15,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
18/10/2016,24.93,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
19/10/2016,23.96,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
20/10/2016,24.6,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
21/10/2016,24.88,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
22/10/2016,24.52,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
23/10/2016,25.15,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
24/10/2016,25.02,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
25/10/2016,24.62,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
26/10/2016,24.35,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
27/10/2016,23.78,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
28/10/2016,23.95,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
29/10/2016,24.73,Saturday,Yes,-,"Period 1, Period 17-48",Period 2-16
30/10/2016,24.33,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
31/10/2016,24.72,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
1/11/2016,24.85,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
2/11/2016,24.14,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
3/11/2016,24.43,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
4/11/2016,24.18,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
5/11/2016,24.68,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
6/11/2016,24.42,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
7/11/2016,25.3,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
8/11/2016,24.44,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
9/11/2016,24.88,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
10/11/2016,24.83,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
11/11/2016,24.43,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
12/11/2016,24.35,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
13/11/2016,24.61,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
14/11/2016,24.45,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
15/11/2016,24.35,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
16/11/2016,23.85,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
17/11/2016,24.45,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
18/11/2016,24.82,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
19/11/2016,24.95,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
20/11/2016,25.24,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
21/11/2016,24.45,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
22/11/2016,24.49,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
23/11/2016,23.95,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
24/11/2016,23.38,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
25/11/2016,24.37,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
26/11/2016,25.36,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
27/11/2016,24.2,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
28/11/2016,23.38,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
29/11/2016,22.6,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
30/11/2016,22.79,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
1/12/2016,24.23,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
2/12/2016,23.68,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
3/12/2016,24.22,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
4/12/2016,24.35,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
5/12/2016,24.45,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
6/12/2016,25.08,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
7/12/2016,25.28,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
8/12/2016,24.19,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
9/12/2016,24.14,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
10/12/2016,23.61,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
11/12/2016,22.82,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
12/12/2016,22.28,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
13/12/2016,22.86,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
14/12/2016,22.63,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
15/12/2016,22.93,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
16/12/2016,23.6,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
17/12/2016,24.37,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
18/12/2016,23.37,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
19/12/2016,22.9,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
20/12/2016,21.9,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
21/12/2016,21.82,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
22/12/2016,23.7,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
23/12/2016,24.02,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
24/12/2016,24.23,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
25/12/2016,24.17,Sunday,Yes,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
26/12/2016,23.2,Monday,Yes,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
27/12/2016,22.4,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
28/12/2016,22.54,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
29/12/2016,22.49,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
30/12/2016,24.54,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
31/12/2016,24.71,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
1/1/2017,25.43,Sunday,Yes,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
2/1/2017,25.16,Monday,Yes,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
3/1/2017,24.95,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
4/1/2017,24.64,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
5/1/2017,24.61,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
6/1/2017,25.59,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
7/1/2017,25.7,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
8/1/2017,25.66,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
9/1/2017,26.05,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
10/1/2017,25.8,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
11/1/2017,25.12,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
12/1/2017,25.09,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
13/1/2017,25.15,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
14/1/2017,25.11,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
15/1/2017,25.14,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
16/1/2017,24.58,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
17/1/2017,24.93,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
18/1/2017,24.5,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
19/1/2017,24.86,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
20/1/2017,24.6,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
21/1/2017,24.99,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
22/1/2017,24.85,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
23/1/2017,24.55,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
24/1/2017,23.65,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
25/1/2017,23.91,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
26/1/2017,24.95,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
27/1/2017,24.95,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
28/1/2017,23.98,Saturday,Yes,-,"Period 1, Period 17-48",Period 2-16
29/1/2017,24.3,Sunday,Yes,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
30/1/2017,24.5,Monday,Yes,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
31/1/2017,24.4,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
1/2/2017,24.23,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
2/2/2017,24.4,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
3/2/2017,25.03,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
4/2/2017,25.21,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
5/2/2017,25.15,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
6/2/2017,25.07,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
7/2/2017,24.71,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
8/2/2017,24.63,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
9/2/2017,23.99,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
10/2/2017,24.4,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
11/2/2017,24.27,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
12/2/2017,24.13,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
13/2/2017,24.5,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
14/2/2017,24.34,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
15/2/2017,23.88,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
16/2/2017,23.98,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
17/2/2017,24.3,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
18/2/2017,24.81,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
19/2/2017,25.17,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
20/2/2017,25.13,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
21/2/2017,25.15,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
22/2/2017,25.13,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
23/2/2017,25,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
24/2/2017,24.28,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
25/2/2017,24.82,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
26/2/2017,25.23,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
27/2/2017,25.03,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
28/2/2017,25.05,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
1/3/2017,24.06,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
2/3/2017,24.84,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
3/3/2017,24.85,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
4/3/2017,24.67,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
5/3/2017,24.93,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
6/3/2017,24.92,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
7/3/2017,24.55,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
8/3/2017,24.49,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
9/3/2017,24.14,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
10/3/2017,24.37,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
11/3/2017,24.81,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
12/3/2017,24.41,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
13/3/2017,25.45,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
14/3/2017,24.75,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
15/3/2017,25.12,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
16/3/2017,25.47,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
17/3/2017,25.15,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
18/3/2017,25.45,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
19/3/2017,25.49,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
20/3/2017,24.87,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
21/3/2017,24.84,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
22/3/2017,25.18,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
23/3/2017,25.55,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
24/3/2017,25.32,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
25/3/2017,25.54,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
26/3/2017,26.11,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
27/3/2017,25.73,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
28/3/2017,24.95,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
29/3/2017,24.96,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
30/3/2017,24.41,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
31/3/2017,25.28,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
1/4/2017,25.07,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
2/4/2017,25.1,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
3/4/2017,25.15,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
4/4/2017,25.3,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
5/4/2017,25.08,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
6/4/2017,25.49,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
7/4/2017,25.3,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
8/4/2017,24.91,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
9/4/2017,25.75,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
10/4/2017,25.68,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
11/4/2017,25.9,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
12/4/2017,25.7,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
13/4/2017,25.26,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
14/4/2017,25.77,Friday,Yes,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
15/4/2017,25.67,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
16/4/2017,25.74,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
17/4/2017,26.14,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
18/4/2017,25.55,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
19/4/2017,25.18,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
20/4/2017,25.7,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
21/4/2017,25.52,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
22/4/2017,25.6,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
23/4/2017,26.11,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
24/4/2017,26.13,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
25/4/2017,25.65,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
26/4/2017,25.56,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
27/4/2017,25.55,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
28/4/2017,25,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
29/4/2017,25.82,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
30/4/2017,26.04,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
1/5/2017,26.12,Monday,Yes,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
2/5/2017,25.84,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
3/5/2017,26.02,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
4/5/2017,26.1,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
5/5/2017,26.1,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
6/5/2017,25.77,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
7/5/2017,25.62,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
8/5/2017,25.62,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
9/5/2017,26.39,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
10/5/2017,25.73,Wednesday,Yes,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
11/5/2017,25.48,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
12/5/2017,25.81,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
13/5/2017,26.45,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
14/5/2017,26.55,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
15/5/2017,26.33,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
16/5/2017,26.11,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
17/5/2017,26.81,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
18/5/2017,26.72,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
19/5/2017,26.46,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
20/5/2017,26.55,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
21/5/2017,26.2,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
22/5/2017,26.24,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
23/5/2017,26.53,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
24/5/2017,25.4,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
25/5/2017,26.15,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
26/5/2017,25.98,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
27/5/2017,26.49,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
28/5/2017,26.73,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
29/5/2017,26.6,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
30/5/2017,25.27,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
31/5/2017,25.39,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
1/6/2017,25.29,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
2/6/2017,25.86,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
3/6/2017,26.38,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
