Date,From time,To time,Name,Latitude,Longitude,Condition
26/12/2019,14:30,15:00,ExxonMobil Asia Pacific ,1.26834,103.693372,Outage of Tembusu 230kV Bus-Section CB2-152 on 26 Dec 2019 at 1431Hrs was without Final Approval.
26/12/2019,17:00,18:00,SembCorp Cogen ,1.256499,103.701611,Fuel changeover test of Generating Unit SEMBCCP3 is anticipated to carry out on 26 Dec 2019 at the following timing. Gas to Gas : At about 1701Hrs. Gas to Gas : At about 1731Hrs.
26/12/2019,17:00,18:00,SembCorp Cogen ,1.256499,103.701611,Fuel changeover test of Generating Unit SEMBCCP3 was carried out and completed on 26 Dec 2019 at the following timing. Gas to Gas : From 1704Hrs - 1719Hrs. Gas to Gas : From 1750Hrs - 1804Hrs.
26/12/2019,18:30,20:00,Tuaspring ,1.301691,103.623691,Fuel changeover test of Generating Unit SNKCCP5 is anticipated to carry out on 26 Dec 2019 at the following timing. Gas to Diesel : At about 1831Hrs. Diesel to Gas : At about 1931Hrs.
26/12/2019,18:30,20:00,Tuaspring ,1.301691,103.623691,Fuel changeover test of Generating Unit SNKCCP5 was carried out and completed on 26 Dec 2019 at the following timing. Gas to Diesel : From 1832Hrs - 1839Hrs. Diesel to Gas : From 1932Hrs - 1937Hrs.
27/12/2019,0:00,23:30,Singapore Refining Company ,1.290862,103.712448,Outage of Generating Unit EXON GA on 05 Nov 2019 at 0930Hrs was without Final Approval/Consent.
27/12/2019,0:00,23:30,TuasOne ,1.308372,103.631444,Outage of Generating Unit SNKCCP2 on 19 Dec 2019 at 2231Hrs was without Final Approval.
27/12/2019,0:00,23:30,Keppel Seghers Tuas Waste-to-Energy,1.297881,103.621398,Outage of Marina Centre 66/22kV 75MVA transformer No. 1 on 30 Oct 2019 at 2301Hrs was without Final Approval/Consent.
27/12/2019,0:00,23:30,Keppel Seghers Tuas Waste-to-Energy,1.297881,103.621398,Outage of Marina Centre 66/22kV 75MVA transformer No. 2 on 30 Oct 2019 at 2301Hrs was without Final Approval/Consent.
27/12/2019,17:00,18:00,Senoko Energy ,1.464911,103.798805,Fuel changeover test of Generating Unit TSPBLK1 is anticipated to carry out on 27 Dec 2019 at the following timing. Gas to Diesel : At about 1701Hrs. Diesel to Gas : At about 1731Hrs.
27/12/2019,17:00,18:00,Senoko Energy ,1.464911,103.798805,Fuel changeover test of Generating Unit TSPBLK1 was carried out and completed on 27 Dec 2019 at the following timing. Gas to Diesel : From 1704Hrs - 1706Hrs. Diesel to Gas : From 1738Hrs - 1739Hrs.
27/12/2019,20:30,21:00,TP Utilities ,1.266428,103.672143,Activate scheduled contingency reserve from Load Facilities. Must deliver within 10 Minutes.
27/12/2019,20:30,21:00,TuasOne ,1.308372,103.631444,Forced outage of generating unit KMCBLK4 at 393MW on 27 Dec 2019 at 20:42Hrs. 
27/12/2019,20:30,22:00,Tuas Power Generation ,1.287521,103.640834,Load interrupted can be restored with immediate effect. 
28/12/2019,0:00,23:30,Senoko Energy ,1.464911,103.798805,Outage of Generating Unit SNKCCP2 on 19 Dec 2019 at 2231Hrs was without Final Approval.
28/12/2019,0:00,23:30,YTL PowerSeraya ,1.280212,103.719584,Outage of Generating Unit EXON GA on 05 Nov 2019 at 0930Hrs was without Final Approval/Consent.
28/12/2019,0:00,23:30,Keppel Seghers Tuas Waste-to-Energy,1.297881,103.621398,Outage of Marina Centre 66/22kV 75MVA transformer No. 1 on 30 Oct 2019 at 2301Hrs was without Final Approval/Consent.
28/12/2019,0:00,23:30,YTL PowerSeraya ,1.280212,103.719584,Outage of Marina Centre 66/22kV 75MVA transformer No. 2 on 30 Oct 2019 at 2301Hrs was without Final Approval/Consent.
29/12/2019,0:00,23:30,Senoko Energy ,1.464911,103.798805,Outage of Generating Unit SNKCCP2 on 19 Dec 2019 at 2231Hrs was without Final Approval.
29/12/2019,0:00,23:30,ExxonMobil Asia Pacific ,1.26834,103.693372,Outage of Generating Unit EXON GA on 05 Nov 2019 at 0930Hrs was without Final Approval/Consent.
29/12/2019,0:00,23:30,Keppel Seghers Tuas Waste-to-Energy,1.297881,103.621398,Outage of Marina Centre 66/22kV 75MVA transformer No. 2 on 30 Oct 2019 at 2301Hrs was without Final Approval/Consent.
29/12/2019,0:00,23:30,Keppel Seghers Tuas Waste-to-Energy,1.297881,103.621398,Outage of Marina Centre 66/22kV 75MVA transformer No. 1 on 30 Oct 2019 at 2301Hrs was without Final Approval/Consent.
30/12/2019,0:00,23:00,Keppel Seghers Tuas Waste-to-Energy,1.297881,103.621398,Outage of Marina Centre 66/22kV 75MVA transformer No. 1 on 30 Oct 2019 at 2301Hrs was without Final Approval/Consent.
30/12/2019,0:00,23:30,ExxonMobil Asia Pacific ,1.26834,103.693372,Outage of Generating Unit EXON GA on 05 Nov 2019 at 0930Hrs was without Final Approval/Consent.
30/12/2019,0:00,23:30,Keppel Seghers Tuas Waste-to-Energy,1.297881,103.621398,Outage of Generating Unit KMCBLK4 on 30 Dec 2019 at 0001Hrs was without Final Approval.
30/12/2019,0:00,23:00,TuasOne ,1.308372,103.631444,Outage of Marina Centre 66/22kV 75MVA transformer No. 2 on 30 Oct 2019 at 2301Hrs was without Final Approval/Consent.
30/12/2019,0:00,23:30,Senoko Energy ,1.464911,103.798805,Outage of Generating Unit SNKCCP2 on 30 Dec 2019 at 0001Hrs was without Final Approval.
31/12/2019,0:00,23:30,Senoko Energy ,1.464911,103.798805,Outage of Generating Unit SNKCCP2 on 30 Dec 2019 at 0001Hrs was without Final Approval.
31/12/2019,0:00,23:30,ExxonMobil Asia Pacific ,1.26834,103.693372,Outage of Generating Unit EXON GA on 05 Nov 2019 at 0930Hrs was without Final Approval/Consent.
31/12/2019,0:00,23:30,Keppel Seghers Tuas Waste-to-Energy,1.297881,103.621398,Outage of Generating Unit KMCBLK4 on 30 Dec 2019 at 0001Hrs was without Final Approval.
