FROM_DISPATCH_DATE,FROM_DISPATCH_PERIOD,TO_DISPATCH_DATE,TO_DISPATCH_PERIOD,CONDITION_DESCRIPTION
20-Jun-18,37,20-Jun-18,38,Fuel changeover test of Generating Unit KMCBLK2 - GASTUR12 was carried out and completed on 20 Jun 2018 at the following timing. Gas to Diesel : From 1803Hrs - 1806Hrs. Diesel to Gas : From 1841Hrs - 1845Hrs.
20-Jun-18,37,20-Jun-18,38,Fuel changeover test of Generating Unit KMCBLK2 - GASTUR12 is anticipated to carry out on 20 Jun 2018 at the following timing. Gas to Diesel : At about 1801Hrs. Diesel to Gas : At about 1831Hrs.
21-Jun-18,5,21-Jun-18,5,Outage of Rangoon 500MVA 400/230kV T/F No.1 on 21 Jun 2018 at 0205Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
21-Jun-18,16,21-Jun-18,24,SLNG will be carrying out high risk commissioning activities at the SLNG Terminal, Jurong Island on 21 Jun 2018, 0800Hrs to 1200Hrs. Please be on alert and standby.
21-Jun-18,16,21-Jun-18,24,SLNG has completed the high risk commissioning activities on 21 Jun 2018 at 1200Hrs.
21-Jun-18,31,21-Jun-18,33,Testing of Black Start Facility at Seraya Power Station - Ser BSGT 1 was carried out on 21 Jun 2018 from 1528Hrs to 1628Hrs.
21-Jun-18,31,21-Jun-18,33,Testing of Black Start Facility at Seraya Power Station - Ser BSGT 1 is anticipated to carry out on 21 Jun 2018 from 1505Hrs to 1605Hrs.
21-Jun-18,36,21-Jun-18,37,Fuel changeover test of Generating Unit TSPBLK1 was carried out and completed on 21 Jun 2018 at the following timing. Gas to Diesel : From 1734Hrs - 1737Hrs. Diesel to Gas : From 1810Hrs - 1812Hrs.
21-Jun-18,36,21-Jun-18,37,Fuel changeover test of Generating Unit TSPBLK1 is anticipated to carry out on 21 Jun 2018 at the following timing. Gas to Diesel : At about 1731Hrs. Diesel to Gas : At about 1801Hrs.
22-Jun-18,37,22-Jun-18,38,Fuel changeover test of Generating Unit KMCBLK1 - GASTUR11 was carried out and completed on 22 Jun 2018 at the following timing. Gas to Diesel : From 1814Hrs - 1817Hrs. Diesel to Gas : From 1850Hrs - 1854Hrs.
22-Jun-18,37,22-Jun-18,38,Fuel changeover test of Generating Unit KMCBLK1 - GASTUR11 is anticipated to carry out on 22 Jun 2018 at the following timing. Gas to Diesel : At about 1801Hrs. Diesel to Gas : At about 1845Hrs.
23-Jun-18,5,24-Jun-18,48,Outage of Generating Unit SERCCP1 on 23 Jun 2018 at 0201Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
23-Jun-18,29,23-Jun-18,30,Fuel changeover test of Generating Unit SKRA G2 - GASTUR12 is anticipated to carry out on 23 Jun 2018 at the following timing. Gas to Diesel : At about 1405Hrs. Diesel to Gas : At about 1435Hrs.
23-Jun-18,29,23-Jun-18,30,Fuel changeover test of Generating Unit SKRA G2 - GASTUR12 was carried out and completed on 23 Jun 2018 at the following timing. Gas to Diesel : From 1405Hrs - 1407Hrs. Diesel to Gas : From 1448Hrs - 1451Hrs.
23-Jun-18,33,23-Jun-18,34,Fuel changeover test of Generating Unit SKRA G1 - GASTUR11 was carried out and completed on 23 Jun 2018 at the following timing. Gas to Diesel : From 1605Hrs - 1607Hrs. Diesel to Gas : From 1649Hrs - 1652Hrs.
23-Jun-18,33,23-Jun-18,34,Fuel changeover test of Generating Unit SKRA G1 - GASTUR11 is anticipated to carry out on 23 Jun 2018 at the following timing. Gas to Diesel : At about 1605Hrs. Diesel to Gas : At about 1635Hrs.
24-Jun-18,9,24-Jun-18,9,Forced outage of generating unit EXON GA at 43MW on 24 Jun 2018 at 04:00Hrs. (The relevant Market Participant to submit a preliminary report within 24hours and a detailed report within 1 week of the Forced Outage.)
24-Jun-18,21,24-Jun-18,46,Outage of Generating Unit EXON GA on 24 June 2018 at 1001Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
25-Jun-18,1,26-Jun-18,48,Outage of Generating Unit SERCCP1 on 25 Jun 2018 at 0001Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
25-Jun-18,17,26-Jun-18,48,Planned outage of remaining SPPG-TNB interconnection on 25 Jun 2018 at 0800Hrs. System will be operating in isolated mode.
25-Jun-18,29,25-Jun-18,31,Testing of Black Start Facility at Seraya Power Station - Ser BSGT 2 is anticipated to carry out on 25 Jun 2018 from 1401Hrs to 1501Hrs.
25-Jun-18,29,25-Jun-18,31,Testing of Black Start Facility at Seraya Power Station - Ser BSGT 2 was carried out on 25 Jun 2018 from 1400Hrs to 1501Hrs.
25-Jun-18,39,25-Jun-18,39,SPPG-TNB interconnection resynchronised on 25 Jun 2018 at 1927Hrs.
27-Jun-18,26,27-Jun-18,26,Forced outage of Paya Lebar I 66/22kV transformer No. 4 on 27 Jun 2018 at 1233Hrs.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of the Forced Outage.)
27-Jun-18,36,27-Jun-18,37,Fuel changeover test of Generating Unit SNKCCP7 was carried out and completed on 27 Jun 2018 at the following timing. Gas to Diesel : From 1731Hrs - 1735Hrs. Diesel to Gas : From 1810Hrs - 1812Hrs.
27-Jun-18,36,27-Jun-18,37,Fuel changeover test of Generating Unit SNKCCP7 is anticipated to carry out on 27 Jun 2018 at the following timing. Gas to Diesel : At about 1731Hrs. Diesel to Gas : At about 1801Hrs.
27-Jun-18,43,27-Jun-18,44,Fuel changeover test of Generating Unit TUASCCP5 was carried out and completed on 27 Jun 2018 at the following timing. Gas to Gas : From 2101Hrs - 2103Hrs. Gas to Gas : From 2137Hrs - 2143Hrs. 
27-Jun-18,43,27-Jun-18,44,Fuel changeover test of Generating Unit TUASCCP5 is anticipated to carry out on 27 Jun 2018 at the following timing. Gas to Gas : At about 2101Hrs. Gas to Gas : At about 2131Hrs.
28-Jun-18,1,01-Jul-18,48,Outage of Generating Unit SERCCP4 on 28 Jun 2018 at 0001Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
28-Jun-18,35,30-Jun-18,34,Outage of Jurong Power Station I 66kV Station Transformer No.1 on 28 Jun 2018 at 1701Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
29-Jun-18,16,29-Jun-18,44,SLNG has cancelled the high risk commissioning activities on 29 Jun 2018 at 13:25Hrs.
29-Jun-18,16,29-Jun-18,44,SLNG will be carrying out high risk commissioning activities at the SLNG Terminal, Jurong Island on 29 Jun 2018 from 0800Hrs to 2200Hrs.  Please be on alert and standby.
29-Jun-18,18,29-Jun-18,18,Outage of Kallang Basin/Paya Lebar II 230kV Feeder No. 2 on 29 Jun 2018 at 0851Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
29-Jun-18,37,29-Jun-18,38,Fuel changeover test of Generating Unit KMCBLK3 is anticipated to carry out on 29 Jun 2018 at the following timing. Gas to Diesel : At about 1801Hrs. Diesel to Gas : At about 1831Hrs.
29-Jun-18,37,29-Jun-18,39,Fuel changeover test of Generating Unit KMCBLK3 was carried out and completed on 29 Jun 2018 at the following timing. Gas to Diesel : From 1810Hrs - 1818Hrs. Diesel to Gas : From 1855Hrs - 1904Hrs.
30-Jun-18,1,21-Jul-18,46,Outage of Paya Lebar 400kV 150MVAR TSR 1 on 30 Jun 2018 at 0001Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
30-Jun-18,7,31-Jul-18,48,Outage of Generating Unit SHUL G1 on 30 Jun 2018 at 0301Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
30-Jun-18,47,30-Jun-18,47,Outage of Ayer Rajah/Biopolis 66kV Feeder No. 1 on 30 Jun 2018 at 2324Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
02-Jul-18,1,05-Jul-18,48,Outage of Generating Unit SNKCCP4 on 02 Jul 2018 at 0001Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
02-Jul-18,12,02-Jul-18,12,Forced outage of Generating Unit SNKCCP2 - GASTUR 3 at 62MW on 02 Jul 2018 at 0542Hrs.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of the Forced Outage.)
05-Jul-18,5,05-Jul-18,5,Forced outage of generating unit SERCCP4 at 244MW on 05 Jul 2018 at 02:13Hrs. (The relevant Market Participant to submit a preliminary report within 24hours and a detailed report within 1 week of the Forced Outage.)
05-Jul-18,13,05-Jul-18,48,Outage of Generating Unit SERCCP4 on 05 Jul 2018 at 0600Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
06-Jul-18,1,06-Jul-18,48,Outage of Generating Unit SERCCP4 on 06 Jul 2018 at 0001Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
06-Jul-18,36,06-Jul-18,38,Fuel changeover test of Generating Unit SNKCCP4 is anticipated to carry out on 06 Jul 2018 at the following timing. Gas to Diesel : At about 1731Hrs. Diesel to Gas : At about 1831Hrs.
06-Jul-18,36,06-Jul-18,38,Fuel changeover test of Generating Unit SNKCCP4 was carried out and completed on 06 Jul 2018 at the following timing. Gas to Diesel : From 1731Hrs - 1738Hrs. Diesel to Gas : From 1831Hrs - 1836Hrs.
07-Jul-18,30,07-Jul-18,30,Forced outage of generating unit SEMBCCP3 at 205MW on 07 Jul 2018 at 14:46Hrs. (The relevant Market Participant to submit a preliminary report within 24hours and a detailed report within 1 week of the Forced Outage.)
08-Jul-18,43,08-Jul-18,43,Outage of Labrador II 230kV CB1-152 on 08 Jul 2018 at 2108Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)

10-Jul-18,36,10-Jul-18,38,Fuel changeover test of Generating Unit SNKCCP4 is anticipated to carry out on 10 Jul 2018 at the following timing. Gas to Diesel : At about 1731Hrs. Diesel to Gas : At about 1831Hrs.
10-Jul-18,36,10-Jul-18,38,Fuel changeover test of Generating Unit SNKCCP4 was carried out and completed on 10 Jul 2018 at the following timing. Gas to Diesel : From 1732Hrs - 1739Hrs. Diesel to Gas : From 1832Hrs - 1837Hrs.
11-Jul-18,38,11-Jul-18,39,Fuel changeover test of Generating Unit SNKCCP6 was carried out and completed on 11 Jul 2018 at the following timing. Gas to Gas : From 1831Hrs - 1840Hrs. Gas to Gas : From 1912Hrs - 1920Hrs.
11-Jul-18,38,11-Jul-18,39,Fuel changeover test of Generating Unit SNKCCP6 is anticipated to carry out on 11 Jul 2018 at the following timing. Gas to Gas : At about 1831Hrs. Gas to Gas : At about 1901Hrs.
12-Jul-18,24,12-Jul-18,24,Forced outage of Tuas South Ave 3 - Tuas Desal Plant 3 No 1 66kV Feeder  on 12 Jul 2018 at 1135Hrs.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of the Forced Outage.)
13-Jul-18,38,13-Jul-18,39,Fuel changeover test of Generating Unit SNKCCP7 was carried out and completed on 13 Jul 2018 at the following timing. Gas to Gas : From 1831Hrs - 1839Hrs. Gas to Gas : From 1910Hrs - 1918Hrs.
13-Jul-18,38,13-Jul-18,39,Fuel changeover test of Generating Unit SNKCCP7 is anticipated to carry out on 13 Jul 2018 at the following timing. Gas to Gas : At about 1831Hrs. Gas to Gas : At about 1901Hrs.
17-Jul-18,38,17-Jul-18,39,Fuel changeover test of Generating Unit SNKCCP4 was carried out and completed on 17 Jul 2018 at the following timing. Gas to Gas : From 1833Hrs - 1837Hrs. Gas to Gas : From 1909Hrs - 1913Hrs.
17-Jul-18,38,17-Jul-18,39,Fuel changeover test of Generating Unit SNKCCP4 is anticipated to carry out on 17 Jul 2018 at the following timing. Gas to Gas : At about 1831Hrs. Gas to Gas : At about 1901Hrs.
17-Jul-18,43,17-Jul-18,44,Fuel changeover test of Generating Unit TUASCCP2 was carried out and completed on 17 Jul 2018 at the following timing. Gas to Diesel : From 2101Hrs - 2104Hrs. Diesel to Gas : From 2138Hrs - 2142Hrs.
17-Jul-18,43,17-Jul-18,44,Fuel changeover test of Generating Unit TUASCCP2 is anticipated to carry out on 17 Jul 2018 at the following timing. Gas to Diesel : At about 2101Hrs. Diesel to Gas : At about 2131Hrs.
18-Jul-18,29,18-Jul-18,31,Testing of Black Start Facility at Seraya Power Station - Ser BSGT 1 was carried out on 18 Jul 2018 from 1404Hrs to 1501Hrs
18-Jul-18,29,18-Jul-18,31,Testing of Black Start Facility at Seraya Power Station - Ser BSGT 1 is anticipated to carry out on 18 Jul 2018 from 1405Hrs to 1505Hrs.
18-Jul-18,43,18-Jul-18,44,Fuel changeover test of Generating Unit TUASCCP3 was carried out and completed on 18 Jul 2018 at the following timing. Gas to Diesel : From 2101Hrs - 2104Hrs. Diesel to Gas : From 2136Hrs - 2140Hrs.
18-Jul-18,43,18-Jul-18,44,Fuel changeover test of Generating Unit TUASCCP3 is anticipated to carry out on 18 Jul 2018 at the following timing. Gas to Diesel : At about 2101Hrs. Diesel to Gas : At about 2131Hrs.
19-Jul-18,1,20-Jul-18,48,Outage of Yasin 66kV 75MVA transformer No. 1 on 19 Jul 2018 at 0001Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
19-Jul-18,31,19-Jul-18,33,Testing of Black Start Facility at Seraya Power Station - Ser BSGT 2 is anticipated to carry out on 19 Jul 2018 from 1501Hrs to 1601Hrs.
19-Jul-18,31,19-Jul-18,33,Testing of Black Start Facility at Seraya Power Station - Ser BSGT 2 was carried out on 19 Jul 2018 from 1501Hrs to 1601Hrs.
19-Jul-18,35,19-Jul-18,35,Forced outage of generating unit SHUL G1 at 16MW on 19 Jul 2018 at 17:12Hrs. (The relevant Market Participant to submit a preliminary report within 24hours and a detailed report within 1 week of the Forced Outage.)
19-Jul-18,35,19-Jul-18,36,Fuel changeover test of Generating Unit PACLBLK2 is anticipated to carry out on 19 Jul 2018 at the following timing. Gas to Diesel : At about 1701Hrs. Diesel to Gas : At about 1731Hrs.
19-Jul-18,35,19-Jul-18,36,Fuel changeover test of Generating Unit PACLBLK2 was carried out and completed on 19 Jul 2018 at the following timing. Gas to Diesel : From 1706Hrs - 1709Hrs. Diesel to Gas : From 1740Hrs - 1742Hrs.
20-Jul-18,38,20-Jul-18,39,Fuel changeover test of Generating Unit SNKCCP5 was carried out and completed on 20 Jul 2018 at the following timing. Gas to Gas : From 1831Hrs - 1834Hrs. Gas to Gas : From 1905Hrs - 1911Hrs.
20-Jul-18,38,20-Jul-18,39,Fuel changeover test of Generating Unit SNKCCP5 is anticipated to carry out on 20 Jul 2018 at the following timing. Gas to Gas : At about 1831Hrs. Gas to Gas : At about 1901Hrs.
21-Jul-18,29,21-Jul-18,29,Urgent Shutdown of remaining SPPG-TNB interconnection on 21 Jul 2018 at 1419Hrs. System will be operating in isolated mode.
21-Jul-18,33,21-Jul-18,33,SPPG-TNB interconnection No.2 resynchronised on 21 Jul 2018 at 1623Hrs.
22-Jul-18,43,22-Jul-18,43,High-Risk Operating State commence at 21:01Hrs on 22 Jul 2018. There is an Contingency Reserve Shortfall.
22-Jul-18,44,22-Jul-18,44,Normal operating State
23-Jul-18,16,25-Jul-18,34,Medco (WNTS) ORF has completed the maintenance work on 24 Jul 2018 at 1523Hrs for the day. Medco (WNTS) ORF is back to normal operating mode.
23-Jul-18,16,25-Jul-18,34,Medco (WNTS) ORF has completed the maintenance work on 23 Jul 2018 at 16:20Hrs for the day. Medco (WNTS) ORF is back to normal operating mode.
23-Jul-18,16,25-Jul-18,34,Medco (WNTS) ORF will be carrying out maintenance work on 23 Jul 2018 to 25 Jul 2018 daily from 0800Hrs to 1700Hrs. Medco (WNTS) ORF will be in single point failure mode during these periods. Please be on alert and standby.
26-Jul-18,16,26-Jul-18,27,SLNG has completed the high risk commissioning activities on 26 Jul 2018 at 1330hrs.
26-Jul-18,16,27-Jul-18,36,SLNG will be carrying out high risk commissioning activities at the SLNG Terminal, Jurong Island on 26 Jul 2018 to 27 Jul 2018, from 0800Hrs to 1800Hrs. Please be on alert and standby.
27-Jul-18,19,27-Jul-18,19,Outage of Paya Lebar I 66/22kV transformer No. 1 on 27 Jul 2018 at 0904Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
27-Jul-18,45,27-Jul-18,45,Outage of Labrador I/Labrador II 230kV Feeder No. 2 on 27 Jul 2018 at 2211Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
28-Jul-18,31,28-Jul-18,32,Fuel changeover test of Generating Unit SKRA G2 - GASTUR12 was carried out and completed on 28 Jul 2018 at the following timing. Gas to Diesel : From 1505Hrs - 1507Hrs. Diesel to Gas : From 1550Hrs - 1553Hrs.
28-Jul-18,31,28-Jul-18,32,Fuel changeover test of Generating Unit SKRA G2 - GASTUR12 is anticipated to carry out on 28 Jul 2018 at the following timing. Gas to Diesel : At about 1505Hrs. Diesel to Gas : At about 1540Hrs.
30-Jul-18,16,30-Jul-18,16,Activate scheduled contingency reserve from Load Facilities. Must deliver within 10 Minutes.
30-Jul-18,16,30-Jul-18,16,Forced outage of generating unit KMCBLK4 at 343MW on 30 Jul 2018 at 07:42Hrs. (The relevant Market Participant to submit a preliminary report within 24hours and a detailed report within 1 week of the Forced Outage.)
30-Jul-18,16,30-Jul-18,19,Load interrupted can be restored with immediate effect. 
30-Jul-18,18,30-Jul-18,18,High-Risk Operating State commence at 08:31Hrs on 30 Jul 2018. There is a Contingency Reserve Shortfall.
30-Jul-18,18,30-Jul-18,18,Forced outage of generating unit EXON GA at 43MW on 30 Jul 2018 at 08:56Hrs. (The relevant Market Participant to submit a preliminary report within 24hours and a detailed report within 1 week of the Forced Outage.)
30-Jul-18,19,30-Jul-18,19,Normal operating State

30-Jul-18,30,31-Jul-18,26,Outage of Generating Unit EXON GA on 30 Jul 2018 at 1440Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
31-Jul-18,24,31-Jul-18,24,Forced outage of Generating Unit SNKCCP3 - CCPST 3 at 107MW on 31 Jul 2018 at 1135Hrs.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of the Forced Outage.)
31-Jul-18,35,31-Jul-18,35,Forced outage of generating unit SEMBCCP3 at 222MW on 31 Jul 2018 at 17:04Hrs. (The relevant Market Participant to submit a preliminary report within 24hours and a detailed report within 1 week of the Forced Outage.)
31-Jul-18,35,31-Jul-18,36,Fuel changeover test of Generating Unit SEMBCCP3 is anticipated to carry out on 31 Jul 2018 at the following timing. Gas to Diesel : At about 1705Hrs. Diesel to Gas : At about 1745Hrs.
31-Jul-18,35,31-Jul-18,36,Generating Unit SEMBCCP3 did not complete the Fuel changeover test on 31 Jul 2018.
31-Jul-18,36,31-Jul-18,36,Forced outage of Generating Unit SNKCCP3 - CCPGT 3 at 29MW on 31 Jul 2018 at 1736Hrs.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of the Forced Outage.).
02-Aug-18,1,19-Aug-18,48,Outage of Generating Unit SNKCCP5 on 02 Aug 2018 at 0001Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
03-Aug-18,15,03-Aug-18,48,Outage of Generating Unit SNKCCP3 on 03 Aug 2018 at 0700Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
07-Aug-18,22,07-Aug-18,22,Outage of Jurong Pier/Tuas 230kV Feeder on 07 Aug 2018 at 1037Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
07-Aug-18,40,07-Aug-18,40,Outage of Jurong Island 66kV Bus Coupler No.4 on 07 Aug 2018 at 1938Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
08-Aug-18,48,09-Aug-18,24,Outage of Generating Unit PACLBLK1 on 08 Aug 2018 at 2330Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
09-Aug-18,5,09-Aug-18,48,Outage of Generating Unit SERCCP3 on 09 Aug 2018 at 0200Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
10-Aug-18,21,10-Aug-18,21,Outage of K.Basin II/Marina Center 66kV Feeder No.2 on 10 Aug 2018 at 1028Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
10-Aug-18,35,10-Aug-18,36,Fuel changeover test of Generating Unit SEMBCCP3 is anticipated to carry out on 10 Aug 2018 at the following timing. Gas to Diesel : At about 1705Hrs. Diesel to Gas : At about 1745Hrs.
10-Aug-18,35,10-Aug-18,36,Fuel changeover test of Generating Unit SEMBCCP3 was carried out and completed on 10 Aug 2018 at the following timing. Gas to Diesel : From 1702Hrs - 1711Hrs. Diesel to Gas : From 1745Hrs - 1757Hrs.
11-Aug-18,21,11-Aug-18,21,Outage of Kallang Basin/Paya Lebar II 230kV Feeder No.2 on 11 Aug 2018 at 1002Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
11-Aug-18,35,11-Aug-18,36,Fuel changeover test of Generating Unit SERCCP3 is anticipated to carry out on 11 Aug 2018 at the following timing. Gas to Diesel : At about 1701Hrs. Diesel to Gas : At about 1731Hrs.
11-Aug-18,35,11-Aug-18,36,Fuel changeover test of Generating Unit SERCCP3 was carried out and completed on 11 Aug 2018 at the following timing. Gas to Diesel : From 1701Hrs - 1704Hrs. Diesel to Gas : From 1740Hrs - 1742Hrs.
13-Aug-18,36,13-Aug-18,37,Fuel changeover test of Generating Unit SKRA G1 - GASTUR11 is anticipated to carry out on 13 Aug 2018 at the following timing. Gas to Diesel : At about 1735Hrs. Diesel to Gas : At about 1810Hrs.
13-Aug-18,36,13-Aug-18,37,Fuel changeover test of Generating Unit SKRA G1 - GASTUR11 was carried out and completed on 13 Aug 2018 at the following timing. Gas to Diesel : From 1732Hrs - 1734Hrs. Diesel to Gas : From 1815Hrs - 1818Hrs.
14-Aug-18,14,14-Aug-18,14,Forced outage of Tuas Power Station 400kV CB8-252 on 14 Aug 2018 at 0646Hrs.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of the Forced Outage.)
14-Aug-18,29,14-Aug-18,31,
Testing of Black Start Facility at Seraya Power Station - Ser BSGT 2 is anticipated to carry out on 14 Aug 2018 from 1410Hrs to 1510Hrs.
14-Aug-18,29,14-Aug-18,31,Testing of Black Start Facility at Seraya Power Station - Ser BSGT 2 was carried out on 14 Aug 2018 from 1401Hrs to 1502Hrs.
15-Aug-18,33,15-Aug-18,35,Fuel changeover test of Generating Unit SERCCP1 is anticipated to carry out on 15 Aug 2018 at the following timing. Gas to Gas : At about 1601Hrs. Gas to Gas : At about 1701Hrs.
15-Aug-18,33,15-Aug-18,35,Fuel changeover test of Generating Unit SERCCP1 was carried out and completed on 15 Aug 2018 at the following timing. Gas to Gas : From 1601Hrs - 1604Hrs. Gas to Gas : From 1705Hrs - 1708Hrs.
15-Aug-18,37,15-Aug-18,39,Fuel changeover test of Generating Unit SERCCP2 was carried out and completed on 15 Aug 2018 at the following timing. Gas to Gas : From 1801Hrs - 1804Hrs. Gas to Gas : From 1905Hrs - 1908Hrs.
15-Aug-18,37,15-Aug-18,39,Fuel changeover test of Generating Unit SERCCP2 is anticipated to carry out on 15 Aug 2018 at the following timing. Gas to Gas : At about 1801Hrs. Gas to Gas : At about 1901Hrs.
20-Aug-18,36,20-Aug-18,36,Outage of Tuas/Upper Jurong 230kV Feeder No. 2 on 20 Aug 2018 at 1740Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
22-Aug-18,1,24-Aug-18,48,Outage of Mandai Rail/LTA depot 66kV Feeder No. 1 on 22 Aug 2018 at 0000Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
22-Aug-18,21,22-Aug-18,48,Outage of Generating Unit TUASCCP1 on 22 Aug 2018 at 1001Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
23-Aug-18,9,23-Aug-18,9,Forced outage of Generating Unit INC : SNKO : GENR 1 - G1 at 1MW on 23 Aug 2018 at 0415Hrs.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of the Forced Outage.)
23-Aug-18,17,23-Aug-18,17,Forced outage of generating unit INC : SNKO : GENR 1 at 10MW on 23 Aug 2018 at 08:25Hrs. (The relevant Market Participant to submit a preliminary report within 24hours and a detailed report within 1 week of the Forced Outage.)
23-Aug-18,23,23-Aug-18,23,Forced outage of generating unit TSPBLK1 at 246MW on 23 Aug 2018 at 11:22Hrs. (The relevant Market Participant to submit a preliminary report within 24hours and a detailed report within 1 week of the Forced Outage.)
23-Aug-18,28,24-Aug-18,48,Outage of Generating Unit TUASCCP1 on 23 Aug 2018 at 1400Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
23-Aug-18,32,24-Aug-18,48,Outage of Generating Unit TSPBLK1 on 23 Aug 2018 at 1531Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
24-Aug-18,21,25-Aug-18,31,Outage of Generating Unit INC:SNKO:GENR1-G1 on 24 Aug 2018 at 1000Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
24-Aug-18,36,27-Aug-18,48,Outage of Boon Lay Way/Jurong East 66kV Feeder on 24 Aug 2018 at 1731Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
24-Aug-18,47,24-Aug-18,47,Outage of Ayer Rajah 400kV CB1-252 on 24 Aug 2018 at 2321Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
25-Aug-18,1,27-Aug-18,48,Outage of Generating Unit TSPBLK1 on 25 Aug 2018 at 0001Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
25-Aug-18,31,26-Aug-18,21,Outage of Generating Unit INC:SNKO:GENR1-G1 on 25 Aug 2018 at 1515Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
26-Aug-18,22,26-Aug-18,22,Urgent Shutdown of remaining SPPG-TNB interconnection No.2 on 26 Aug 2018 at 1055Hrs. System will be operating in isolated mode.
26-Aug-18,26,26-Aug-18,26,SPPG-TNB interconnection No.2 resynchronised on 26 Aug 2018 at 1238Hrs.
27-Aug-18,11,27-Aug-18,11,Outage of Rangoon 400kV bus section 2 CB 2-152 on 27 Aug 2018 at 0524Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
